Country Name,Country Code,Time,Time Code,Access to Clean Fuels and Technologies for cooking (% of total population) [2.1_ACCESS.CFT.TOT],Access to electricity (% of rural population with access) [1.2_ACCESS.ELECTRICITY.RURAL],Access to electricity (% of total population) [1.1_ACCESS.ELECTRICITY.TOT],Access to electricity (% of urban population with access) [1.3_ACCESS.ELECTRICITY.URBAN],Energy intensity level of primary energy (MJ/2011 USD PPP) [6.1_PRIMARY.ENERGY.INTENSITY],Renewable electricity output (GWh) [4.1.2_REN.ELECTRICITY.OUTPUT],Renewable electricity share of total electricity output (%) [4.1_SHARE.RE.IN.ELECTRICITY],Renewable energy consumption (TJ) [3.1_RE.CONSUMPTION],Renewable energy share of TFEC (%) [2.1_SHARE.TOTAL.RE.IN.TFEC],Total electricity output (GWh) [4.1.1_TOTAL.ELECTRICITY.OUTPUT],Total final energy consumption (TFEC) (TJ) [1.1_TOTAL.FINAL.ENERGY.CONSUM]
Bangladesh,BGD,1999,YR1999,..,16.69140563123,30.3350658416748,75.4952163696289,3.60124124575168,833,5.76470588235294,309370.9,60.5343957531165,14450,511066.305612
Bangladesh,BGD,2000,YR2000,7.24,20.5,32,81.2,3.53893810027274,749,4.74922325787838,315192.1,59.0084842709052,15771,534147.087312
Bangladesh,BGD,2001,YR2001,7.78,21.4908785163709,34.9988059997559,77.549674987793,3.68413051259448,993,5.70952161913524,321889,55.7938421288347,17392,576925.674444
Bangladesh,BGD,2002,YR2002,8.16,23.7333793391398,37.3091239929199,78.5715789794922,3.63288692213999,749,4.01285829091883,327062.6,54.3221119182556,18665,602080.05258
Bangladesh,BGD,2003,YR2003,8.73,25.9796460581087,39.6131591796875,79.5936813354492,3.65483812946528,749,3.79971590909091,332724.3,52.6378623825057,19712,632100.706488
Bangladesh,BGD,2004,YR2004,9.2,30.4,40.6,76.6,3.53715298214496,749,3.03447717052222,338086.9,52.1235936467388,24683,648625.461804
Bangladesh,BGD,2005,YR2005,9.74,31.19,44.23,82.61,3.44757128087041,749,2.83207925284531,343097.5,50.7759641032431,26447,675708.48936
Bangladesh,BGD,2006,YR2006,10.36,38.8453183948782,50.5251024590164,77.799135031235,3.46279790842764,749,2.53631776776946,347680.4,48.9023976944159,29531,710968.002372
Bangladesh,BGD,2007,YR2007,10.92,36.6,46.5,82.1,3.37923652990158,749,2.41573939687147,351916.4,47.4829161545534,31005,741143.191068
Bangladesh,BGD,2008,YR2008,11.59,37.5653920026175,51.2497749328613,84.805046081543,3.34561817215582,950,2.77631655853644,356329.3,45.5814154712449,34218,781742.506932
Bangladesh,BGD,2009,YR2009,12.2,40.0024600862526,53.6328544616699,85.8821411132813,3.35070650577119,417,1.12166124216586,358705.3,43.6891169940556,37177,821040.397884
Bangladesh,BGD,2010,YR2010,12.9,42.49,55.26,90.1,3.43732478581831,729,1.78720274577102,363747.3,41.0508417943633,40790,886089.74652
Bangladesh,BGD,2011,YR2011,13.63,49.3,59.6,90.2,3.34942383956602,872,1.9749507394741,368449.7,39.4378552445795,44153,934253.898228
Bangladesh,BGD,2012,YR2012,14.33,47.5702915404016,60.8782157897949,89.1705551147461,3.29957758916921,777,1.60001647378609,372529.9,38.6126786335771,48562,964786.472172
Bangladesh,BGD,2013,YR2013,15.06,54.2,61.5,88,3.17849390914751,1034,1.94653614457831,377762.7,38.7604812718781,53120,974607.867612
Bangladesh,BGD,2014,YR2014,15.96,51.4,62.4,90.7,3.12943728409882,737,1.31972423672665,381507.4,37.6344834916176,55845,1013717.64564
Bangladesh,BGD,2015,YR2015,16.68,55.5300206796793,68.2046813964844,92.5071792602539,3.13980502442378,724,1.2268899018827,386058.6,34.7470690115416,59011,1111053.711816
Bangladesh,BGD,2016,YR2016,17.72,68.85,75.92,94.01,..,..,..,..,..,..,..
Bhutan,BTN,1990,YR1990,..,..,0.00999999977648258,93.3058242797851,30.0153214770834,1557,99.5524296675192,35634.84,95.8988521698186,1564,37158.77635
Bhutan,BTN,1991,YR1991,..,..,0.481654524803162,93.6141891479492,30.2889944005854,1560,99.7442455242967,35804.34,95.9199381421397,1564,37327.31765
Bhutan,BTN,1992,YR1992,..,..,1.83413994312286,93.9223861694336,29.3291945442578,1563,99.9360613810742,35847.64,95.287492052706,1564,37620.5095
Bhutan,BTN,1993,YR1993,..,..,3.67861652374268,94.2295455932617,28.5173259835681,1683,99.9406175771972,35873.8,95.8580746623879,1684,37423.8687
Bhutan,BTN,1994,YR1994,..,..,8.18418788909912,94.5346450805664,27.567865427355,1685,99.9406880189798,36499.13,95.2909637508904,1686,38302.82386
Bhutan,BTN,1995,YR1995,..,..,12.6805810928345,94.8366546630859,26.3127671712357,1630,100,36699.11,94.3717497455821,1630,38887.81346
Bhutan,BTN,1996,YR1996,..,..,17.1647396087647,95.1345367431641,25.6503395895454,1972,100,37249.16,93.2400206314055,1972,39949.75521
Bhutan,BTN,1997,YR1997,..,0.331152102360511,21.6336002349854,95.4272689819336,25.1515347596044,1838,100,37812.86,91.3500642374542,1838,41393.35896
Bhutan,BTN,1998,YR1998,..,4.84060527012752,26.0841083526611,95.7138214111328,24.3211322541248,1801,100,38900.21,91.5314709412851,1801,42499.27331
Bhutan,BTN,1999,YR1999,..,9.39887107075028,30.5132007598877,95.9931564331055,22.8580280966108,1800,100,39497.02,91.5656229447683,1800,43135.20591
Bhutan,BTN,2000,YR2000,31.67,14.0123839678922,34.9193420410156,96.2648849487305,21.7941359920036,1810,100,40183.5,91.3980429430305,1810,43965.3834
Bhutan,BTN,2001,YR2001,33.34,18.6964489171428,39.3070755004883,96.5311813354492,20.4760663191754,2058.95,99.9781489754297,40746.49,91.7484689925743,2059.4,44411.0844
Bhutan,BTN,2002,YR2002,35.16,23.4656032560823,43.6824569702148,96.7948684692383,18.9805852945797,2200,99.9586534660663,41668.09,91.2007608772782,2200.91,45688.314
Bhutan,BTN,2003,YR2003,36.36,24.5,41.1,97.4,17.7911022058292,2527,99.9169665098256,42173.91,91.9166611557926,2529.1,45882.76975
Bhutan,BTN,2004,YR2004,38.11,33.3262095049106,52.4204368591308,97.3256759643555,16.8307926066365,2353,99.923560387294,42982.92,93.452884471327,2354.8,45994.21435
Bhutan,BTN,2005,YR2005,39.58,43.6779645574234,59.8081116441343,96.776382762131,16.2143545406557,2646,99.943342776204,43207.91,91.6600827423875,2647.5,47139.28758
Bhutan,BTN,2006,YR2006,40.85,44.1397290997108,61.1817893981934,97.8798141479492,15.5068447461987,4519,99.9601840382233,44642.66,91.9213494576094,4520.8,48566.1495
Bhutan,BTN,2007,YR2007,41.81,60.3,71.8,98.73,13.7378906050228,6560,99.9695214873514,46698.63,92.1868266845302,6562,50656.511
Bhutan,BTN,2008,YR2008,43.54,55.8383683500876,70.0135040283203,98.4882659912109,13.6392183029328,6961,99.9985634454325,48451.87,91.9994765251437,6961.1,52665.37575
Bhutan,BTN,2009,YR2009,44.98,61.9150560036457,74.4616470336914,98.8059692382813,13.2003774667314,6998,99.998571040711,50356.78,92.606017618535,6998.1,54377.4382
Bhutan,BTN,2010,YR2010,46.33,62.4275782155272,73.2829108748978,99.3055555555555,12.5510916601707,7328,99.9959062811293,51448.39,90.8904179206477,7328.3,56604.8558
Bhutan,BTN,2011,YR2011,47.2,74.5484989295816,83.4089965820313,99.4480743408203,11.7594234696087,7067.2,99.9957552175451,52701.73,89.6053320733458,7067.5,58815.395
Bhutan,BTN,2012,YR2012,48.11,87.3,91.5,99.6,11.5600743387308,6826.5,99.997070326805,53467.95,88.0423063931459,6826.7,60729.83795
Bhutan,BTN,2013,YR2013,49.76,87.9805596580004,92.4044189453125,99.8921813964844,11.6454357357287,7639.64,99.9934556173054,54203.72,87.0378362103585,7640.14,62276.04265
Bhutan,BTN,2014,YR2014,50.65,95.0444366708553,96.9126434326172,99.974006652832,11.0601641482083,7003.36,99.9928610794619,55164.73,87.0256180016119,7003.86,63389.0701
Bhutan,BTN,2015,YR2015,51.75,97.4324637303705,98.4235229492188,99.9970550537109,10.4079225807329,7747.154,99.9935464335397,54615.38,86.9045483179462,7747.654,62845.24925
Bhutan,BTN,2016,YR2016,52.5,100,100,100,..,..,..,..,..,..,..
Brunei Darussalam,BRN,1990,YR1990,..,100,100,100,3.65100311581921,0,0,93.99366,0.671759471210095,1172,13992.159996
Brunei Darussalam,BRN,1991,YR1991,..,100,100,100,4.00254373312049,0,0,63.9743,0.432168224450779,1269,14803.101288
Brunei Darussalam,BRN,1992,YR1992,..,100,100,100,4.1082543703472,0,0,33.99682,0.205761341081909,1407,16522.452576
Brunei Darussalam,BRN,1993,YR1993,..,100,100,100,3.94277830332402,0,0,0,0,1548,17778.701916
Brunei Darussalam,BRN,1994,YR1994,..,100,100,100,3.54673639627826,0,0,0,0,1663,19213.392672
Brunei Darussalam,BRN,1995,YR1995,..,100,100,100,4.06735372675021,0,0,0,0,1966,20959.95816
Brunei Darussalam,BRN,1996,YR1996,..,100,100,100,3.97984261753074,0,0,0,0,2123,23077.85094
Brunei Darussalam,BRN,1997,YR1997,..,100,100,100,4.17169841644629,0,0,0,0,2407,25437.908232
Brunei Darussalam,BRN,1998,YR1998,..,100,100,100,4.17743655097383,0,0,0,0,2504,23906.167452
Brunei Darussalam,BRN,1999,YR1999,..,100,100,100,4.13322895473793,0,0,0,0,2434,23144.253588
Brunei Darussalam,BRN,2000,YR2000,100,100,100,100,4.04010435369227,0,0,0,0,2543,23137.680312
Brunei Darussalam,BRN,2001,YR2001,100,100,100,100,3.64071618527032,0,0,0,0,2579,22406.832504
Brunei Darussalam,BRN,2002,YR2002,100,100,100,100,3.42504653839429,0,0,0,0,2701,23378.588784
Brunei Darussalam,BRN,2003,YR2003,100,100,100,100,3.86458633999396,0,0,0,0,3191,24592.760784
Brunei Darussalam,BRN,2004,YR2004,100,100,100,100,3.52555904340798,0,0,0,0,3264,25371.631188
Brunei Darussalam,BRN,2005,YR2005,100,100,100,100,3.39145517387479,0,0,0,0,3264,25308.494244
Brunei Darussalam,BRN,2006,YR2006,100,100,100,100,4.6160590190786,0,0,0,0,3298,58325.68278
Brunei Darussalam,BRN,2007,YR2007,100,100,100,100,4.71966368423846,0,0,0,0,3395,59703.684264
Brunei Darussalam,BRN,2008,YR2008,100,100,100,100,5.28345330455794,0,0,0,0,3423,62900.012988
Brunei Darussalam,BRN,2009,YR2009,100,100,100,100,4.61948047393984,0,0,0,0,3612,45406.180944
Brunei Darussalam,BRN,2010,YR2010,100,100,100,100,4.79474666741662,0,0,0,0,3792,34960.40802
Brunei Darussalam,BRN,2011,YR2011,100,100,100,100,5.54070116235544,2,0.0536912751677852,5.923443,0.0158307398523535,3725,37417.347864
Brunei Darussalam,BRN,2012,YR2012,100,100,100,100,5.42793790677772,2,0.0508905852417303,5.878309,0.0147907916784319,3930,39743.031528
Brunei Darussalam,BRN,2013,YR2013,100,100,100,100,4.38822365597014,2,0.0454338936846888,5.16132,0.013528142510792,4402,38152.466208
Brunei Darussalam,BRN,2014,YR2014,100,100,100,100,4.74992244831422,2,0.0443852640923213,5.365007,0.0139761914390522,4506,38386.759536
Brunei Darussalam,BRN,2015,YR2015,100,100,100,100,3.65225820025726,2,0.0476190476190476,5.814209,0.0149350358914578,4200,38929.996836
Brunei Darussalam,BRN,2016,YR2016,100,100,100,100,..,..,..,..,..,..,..
Cambodia,KHM,1990,YR1990,..,..,0.00999999977648258,34.8330078125,14.2810585254657,0,0,0,..,..,0
Cambodia,KHM,1991,YR1991,..,..,0.105638802051544,37.4694137573242,13.2824056498937,0,0,0,..,..,0
Cambodia,KHM,1992,YR1992,..,..,0.477305948734283,40.1056480407715,12.4023422200781,0,0,0,..,..,0
Cambodia,KHM,1993,YR1993,..,..,0.57030314207077,42.740852355957,11.9221201939403,0,0,0,..,..,0
Cambodia,KHM,1994,YR1994,..,..,2.76906442642212,45.3739929199219,11.0042865343222,0,0,0,..,..,0
Cambodia,KHM,1995,YR1995,..,..,4.95864868164062,48.0040435791016,10.1076652933859,0,0,87615.7,82.5342521690724,198,106156.774548
Cambodia,KHM,1996,YR1996,..,..,7.13599586486816,50.6299705505371,10.0288823372746,0,0,91592.2,82.7662882292416,251,110663.655408
Cambodia,KHM,1997,YR1997,..,..,9.29804801940918,53.2507438659668,9.64904166077226,0,0,92177.26,82.196255995888,318,112142.893716
Cambodia,KHM,1998,YR1998,..,12.29,18.67,55.98,10.4604612503124,0,0,103366.1,82.0002744640442,379,126055.797588
Cambodia,KHM,1999,YR1999,..,3.39030813610074,13.5640296936035,58.4727096557617,9.35886602232242,0,0,101951.3,81.6748898201216,404,124825.757616
Cambodia,KHM,2000,YR2000,4.66,9,16.6,60.6,8.54420691439083,1,0.223214285714286,99952.7,81.1360755329419,448,123191.440236
Cambodia,KHM,2001,YR2001,5.18,7.17944505922847,17.7442817687988,63.6668243408203,7.94969451125015,1,0.196463654223969,98686.88,79.5879971818487,509,123997.189896
Cambodia,KHM,2002,YR2002,5.69,9.04532775817105,19.8128566741943,66.2585525512695,8.67717796166148,30,4.12087912087912,119916.1,83.0197597320676,728,144442.841544
Cambodia,KHM,2003,YR2003,6.22,7.72458922084207,19.3,68.8504867553711,8.2379393982218,49,6.42201834862385,121664.6,82.0680974003866,763,148248.349668
Cambodia,KHM,2004,YR2004,6.73,12.753463327995,23.9372177124023,71.445442199707,6.14948283849092,42,5.15337423312883,93543.71,78.2070673425612,814,119610.302724
Cambodia,KHM,2005,YR2005,7.35,12.6,20.5,66.8,5.5047352644213,59,6.12033195020747,91018.4,76.0703302002698,964,119650.328532
Cambodia,KHM,2006,YR2006,7.98,16.474122279251,28.0849475860596,76.6556701660156,4.95998433203015,68,5.76759966072943,87909.15,73.855803887005,1176,119028.086316
Cambodia,KHM,2007,YR2007,8.72000000000001,18.3562785805254,30.1827335357666,79.2765731811523,4.56431960874668,68,4.55764075067024,84609.4,69.3657250199752,1489,121975.802856
Cambodia,KHM,2008,YR2008,9.47,13.1,26.4,87,4.29107753174819,65,4.3859649122807,83204.22,67.9991860796488,1479,122360.611644
Cambodia,KHM,2009,YR2009,10.32,22.176431428877,34.4443740844727,84.5579223632813,6.2438430855337,68,5.37124802527646,130118.8,71.3219369439439,1256,182438.679564
Cambodia,KHM,2010,YR2010,11.22,18.8,31.1,91.3,6.14595808180396,55,5.5,130290.8,68.5184675188782,994,190154.282076
Cambodia,KHM,2011,YR2011,12.02,26.0284465533268,38.7781105041504,89.8821182250977,6.00506975219052,75,7.07547169811321,135818,68.1617454767198,1053,199258.39494
Cambodia,KHM,2012,YR2012,12.98,27.9560444122404,40.9645042419434,92.5558242797851,5.8330897414738,540,37.6569037656904,143393,68.2603726029706,1434,210067.707708
Cambodia,KHM,2013,YR2013,14.05,29.8805623038982,43.1599082946777,95.2348861694336,5.60387205682416,1030,57.9302587176603,150381,68.9721559998162,1778,218031.461856
Cambodia,KHM,2014,YR2014,15.28,49.2,56.1,96.9,5.58529747144717,1872,61.1365120836055,156124.3,68.0079101091459,3059,229567.854312
Cambodia,KHM,2015,YR2015,16.36,34.125685363614,47.5657386779785,98.9814071655273,5.76953772321403,2041,46.4180122811008,159807,64.9237759106607,4397,246145.572648
Cambodia,KHM,2016,YR2016,17.69,36.4627894300957,49.7706565856934,100,..,..,..,..,..,..,..
China,CHN,1990,YR1990,..,89.6840784496966,92.2160110473633,99.2594985961914,21.1794428300169,126788,20.4079398906752,8725501,34.083614045282,621268,25600281.086412
China,CHN,1991,YR1991,..,90.1510010024056,92.6558151245117,99.3221130371094,18.877110712943,125165,18.4711307876776,8823130,33.2584735412724,677625,26528968.592172
China,CHN,1992,YR1992,..,90.6250232069605,93.0951156616211,99.3842163085938,17.0805466608847,132601,17.5846836703706,8891955,32.9312779040239,754070,27001548.576144
China,CHN,1993,YR1993,..,91.1037713940627,93.5313568115234,99.4451293945313,15.8797456205743,151962,18.1252601684878,8989748,31.6777918019623,838399,28378707.885324
China,CHN,1994,YR1994,..,91.5834071737152,93.9614715576172,99.5039520263672,14.7079958674348,167905,18.0884357039359,9050462,31.2494841669185,928245,28961956.465128
China,CHN,1995,YR1995,..,92.0606383845575,94.3824157714844,99.5596771240234,14.2276292342512,193662,19.2141393015674,9106798,29.4721113943924,1007914,30899713.556772
China,CHN,1996,YR1996,..,92.5315610086531,94.7911224365235,99.6112747192383,13.3030465045035,189606,17.5522106198623,9121817,30.5371754582264,1080240,29871187.701948
China,CHN,1997,YR1997,..,92.9929537632254,95.1845321655273,99.657730102539,12.1664364132538,198922,17.5124660177764,9145436,30.1834816771978,1135888,30299473.393452
China,CHN,1998,YR1998,..,93.4402314714532,95.5595932006836,99.698127746582,11.3579595075545,210864,18.0611563169165,9096997,29.7399014806871,1167500,30588524.329536
China,CHN,1999,YR1999,..,93.8691787631485,95.9132308959961,99.7319412231445,10.7579613765602,206838,16.6814659250101,9062787,30.506048980242,1239927,29708163.800136
China,CHN,2000,YR2000,46.78,94.142393525458,96.2439270019531,100,10.2330505139265,225588,16.6394981921286,8974867,29.7307148369434,1355738,30187188.734688
China,CHN,2001,YR2001,47.95,94.6539613538074,96.5562057495117,99.7822723388672,9.83358330647969,280766,18.9585191657511,8804476,28.4558153762583,1480949,30940867.037484
China,CHN,2002,YR2002,48.61,95.0174743181508,96.8561401367187,99.8025512695313,9.62184205654561,291441,17.6186278990475,8745279,27.0982015214674,1654164,32272543.96596
China,CHN,2003,YR2003,49.52,95.3841839748792,97.149787902832,99.8230514526367,9.9942099834131,287321,15.0370403322247,8502294,23.9465795861498,1910755,35505254.390976
China,CHN,2004,YR2004,50.04,95.7631228956269,97.4432144165039,99.846565246582,10.3559973757278,357480,16.2232664186372,8397454,20.2494792551361,2203502,41469975.075384
China,CHN,2005,YR2005,50.83,96.1643641071664,97.7424926757813,99.8756866455078,10.2813087845064,404451,16.1750249753446,8334659,18.2038186462091,2500466,45785223.210492
China,CHN,2006,YR2006,51.8,96.6254570627196,98.0668106079102,99.9111175537109,9.97448941321124,446882,15.5927834152258,8406294,17.0946100836398,2865954,49175114.02056
China,CHN,2007,YR2007,52.5,97.120619980515,98.3987045288086,99.9483032226563,9.44675565223316,500911,15.263347136776,8108961,15.3493711431443,3281790,52829271.794772
China,CHN,2008,YR2008,53.37,97.6808575144427,98.7499160766602,99.9779815673828,8.88879012128668,614990,17.7374440648538,7986006,14.6019965741267,3467185,54691192.121976
China,CHN,2009,YR2009,54.07,98.3086743182799,99.1156463623047,99.9940795898438,8.69387284061915,663651,17.8637981987375,7920214,13.9119622748916,3715061,56930962.315032
